212?shapeCircle?pos[0.0, -2214.901799999995]?velocity[0.0, -208.9529999999993]?mass10.0?bounce1.0?staticFalse?radius10.0?
212?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
212?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
213?shapeCircle?pos[0.0, -2235.797099999995]?velocity[0.0, -209.9339999999993]?mass10.0?bounce1.0?staticFalse?radius10.0?
213?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
213?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
214?shapeCircle?pos[0.0, -2256.790499999995]?velocity[0.0, -210.91499999999928]?mass10.0?bounce1.0?staticFalse?radius10.0?
214?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
214?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
215?shapeCircle?pos[0.0, -2277.881999999995]?velocity[0.0, -211.89599999999928]?mass10.0?bounce1.0?staticFalse?radius10.0?
215?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
215?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
216?shapeCircle?pos[0.0, -2299.0715999999948]?velocity[0.0, -212.87699999999927]?mass10.0?bounce1.0?staticFalse?radius10.0?
216?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
216?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
217?shapeCircle?pos[0.0, -2320.3592999999946]?velocity[0.0, -213.85799999999927]?mass10.0?bounce1.0?staticFalse?radius10.0?
217?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
217?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
218?shapeCircle?pos[0.0, -2341.7450999999946]?velocity[0.0, -214.83899999999926]?mass10.0?bounce1.0?staticFalse?radius10.0?
218?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
218?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
219?shapeCircle?pos[0.0, -2363.2289999999944]?velocity[0.0, -215.81999999999925]?mass10.0?bounce1.0?staticFalse?radius10.0?
219?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
219?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
220?shapeCircle?pos[0.0, -2384.8109999999942]?velocity[0.0, -216.80099999999925]?mass10.0?bounce1.0?staticFalse?radius10.0?
220?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
220?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
221?shapeCircle?pos[0.0, -2406.4910999999943]?velocity[0.0, -217.78199999999924]?mass10.0?bounce1.0?staticFalse?radius10.0?
221?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
221?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
222?shapeCircle?pos[0.0, -2428.269299999994]?velocity[0.0, -218.76299999999924]?mass10.0?bounce1.0?staticFalse?radius10.0?
222?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
222?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
223?shapeCircle?pos[0.0, -2450.145599999994]?velocity[0.0, -219.74399999999923]?mass10.0?bounce1.0?staticFalse?radius10.0?
223?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
223?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
224?shapeCircle?pos[0.0, -2472.119999999994]?velocity[0.0, -220.72499999999923]?mass10.0?bounce1.0?staticFalse?radius10.0?
224?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
224?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
225?shapeCircle?pos[0.0, -2494.1924999999937]?velocity[0.0, -221.70599999999922]?mass10.0?bounce1.0?staticFalse?radius10.0?
225?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
225?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
226?shapeCircle?pos[0.0, -2516.3630999999937]?velocity[0.0, -222.68699999999922]?mass10.0?bounce1.0?staticFalse?radius10.0?
226?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
226?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
227?shapeCircle?pos[0.0, -2538.6317999999937]?velocity[0.0, -223.6679999999992]?mass10.0?bounce1.0?staticFalse?radius10.0?
227?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
227?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
228?shapeCircle?pos[0.0, -2560.9985999999935]?velocity[0.0, -224.6489999999992]?mass10.0?bounce1.0?staticFalse?radius10.0?
228?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
228?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
229?shapeCircle?pos[0.0, -2583.4634999999935]?velocity[0.0, -225.6299999999992]?mass10.0?bounce1.0?staticFalse?radius10.0?
229?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
229?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
230?shapeCircle?pos[0.0, -2606.0264999999936]?velocity[0.0, -226.6109999999992]?mass10.0?bounce1.0?staticFalse?radius10.0?
230?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
230?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
231?shapeCircle?pos[0.0, -2628.6875999999934]?velocity[0.0, -227.5919999999992]?mass10.0?bounce1.0?staticFalse?radius10.0?
231?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
231?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
232?shapeCircle?pos[0.0, -2651.4467999999933]?velocity[0.0, -228.57299999999918]?mass10.0?bounce1.0?staticFalse?radius10.0?
232?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
232?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
233?shapeCircle?pos[0.0, -2674.3040999999935]?velocity[0.0, -229.55399999999918]?mass10.0?bounce1.0?staticFalse?radius10.0?
233?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
233?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
234?shapeCircle?pos[0.0, -2697.2594999999933]?velocity[0.0, -230.53499999999917]?mass10.0?bounce1.0?staticFalse?radius10.0?
234?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
234?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
235?shapeCircle?pos[0.0, -2720.3129999999933]?velocity[0.0, -231.51599999999917]?mass10.0?bounce1.0?staticFalse?radius10.0?
235?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
235?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
236?shapeCircle?pos[0.0, -2743.464599999993]?velocity[0.0, -232.49699999999916]?mass10.0?bounce1.0?staticFalse?radius10.0?
236?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
236?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
237?shapeCircle?pos[0.0, -2766.714299999993]?velocity[0.0, -233.47799999999916]?mass10.0?bounce1.0?staticFalse?radius10.0?
237?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
237?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
238?shapeCircle?pos[0.0, -2790.062099999993]?velocity[0.0, -234.45899999999915]?mass10.0?bounce1.0?staticFalse?radius10.0?
238?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
238?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
239?shapeCircle?pos[0.0, -2813.5079999999925]?velocity[0.0, -235.43999999999915]?mass10.0?bounce1.0?staticFalse?radius10.0?
239?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
239?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
240?shapeCircle?pos[0.0, -2837.0519999999924]?velocity[0.0, -236.42099999999914]?mass10.0?bounce1.0?staticFalse?radius10.0?
240?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
240?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
241?shapeCircle?pos[0.0, -2860.6940999999924]?velocity[0.0, -237.40199999999913]?mass10.0?bounce1.0?staticFalse?radius10.0?
241?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
241?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
242?shapeCircle?pos[0.0, -2884.434299999992]?velocity[0.0, -238.38299999999913]?mass10.0?bounce1.0?staticFalse?radius10.0?
242?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
242?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
243?shapeCircle?pos[0.0, -2908.272599999992]?velocity[0.0, -239.36399999999912]?mass10.0?bounce1.0?staticFalse?radius10.0?
243?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
243?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
244?shapeCircle?pos[0.0, -2932.208999999992]?velocity[0.0, -240.34499999999912]?mass10.0?bounce1.0?staticFalse?radius10.0?
244?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
244?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
245?shapeCircle?pos[0.0, -2956.243499999992]?velocity[0.0, -241.3259999999991]?mass10.0?bounce1.0?staticFalse?radius10.0?
245?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
245?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
246?shapeCircle?pos[0.0, -2980.3760999999918]?velocity[0.0, -242.3069999999991]?mass10.0?bounce1.0?staticFalse?radius10.0?
246?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
246?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
247?shapeCircle?pos[0.0, -3004.606799999992]?velocity[0.0, -243.2879999999991]?mass10.0?bounce1.0?staticFalse?radius10.0?
247?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
247?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
248?shapeCircle?pos[0.0, -3028.9355999999916]?velocity[0.0, -244.2689999999991]?mass10.0?bounce1.0?staticFalse?radius10.0?
248?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
248?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
249?shapeCircle?pos[0.0, -3053.3624999999915]?velocity[0.0, -245.2499999999991]?mass10.0?bounce1.0?staticFalse?radius10.0?
249?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
249?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
250?shapeCircle?pos[0.0, -3077.8874999999916]?velocity[0.0, -246.23099999999909]?mass10.0?bounce1.0?staticFalse?radius10.0?
250?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
250?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
251?shapeCircle?pos[0.0, -3102.5105999999914]?velocity[0.0, -247.21199999999908]?mass10.0?bounce1.0?staticFalse?radius10.0?
251?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
251?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
252?shapeCircle?pos[0.0, -3127.2317999999914]?velocity[0.0, -248.19299999999907]?mass10.0?bounce1.0?staticFalse?radius10.0?
252?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
252?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
253?shapeCircle?pos[0.0, -3152.0510999999915]?velocity[0.0, -249.17399999999907]?mass10.0?bounce1.0?staticFalse?radius10.0?
253?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
253?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
254?shapeCircle?pos[0.0, -3176.9684999999913]?velocity[0.0, -250.15499999999906]?mass10.0?bounce1.0?staticFalse?radius10.0?
254?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
254?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
255?shapeCircle?pos[0.0, -3201.9839999999913]?velocity[0.0, -251.13599999999906]?mass10.0?bounce1.0?staticFalse?radius10.0?
255?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
255?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
256?shapeCircle?pos[0.0, -3227.097599999991]?velocity[0.0, -252.11699999999905]?mass10.0?bounce1.0?staticFalse?radius10.0?
256?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
256?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
257?shapeCircle?pos[0.0, -3252.309299999991]?velocity[0.0, -253.09799999999905]?mass10.0?bounce1.0?staticFalse?radius10.0?
257?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
257?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
258?shapeCircle?pos[0.0, -3277.619099999991]?velocity[0.0, -254.07899999999904]?mass10.0?bounce1.0?staticFalse?radius10.0?
258?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
258?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
259?shapeCircle?pos[0.0, -3303.0269999999905]?velocity[0.0, -255.05999999999904]?mass10.0?bounce1.0?staticFalse?radius10.0?
259?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
259?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
260?shapeCircle?pos[0.0, -3328.5329999999904]?velocity[0.0, -256.04099999999903]?mass10.0?bounce1.0?staticFalse?radius10.0?
260?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
260?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
261?shapeCircle?pos[0.0, -3354.1370999999904]?velocity[0.0, -257.021999999999]?mass10.0?bounce1.0?staticFalse?radius10.0?
261?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
261?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
262?shapeCircle?pos[0.0, -3379.83929999999]?velocity[0.0, -258.002999999999]?mass10.0?bounce1.0?staticFalse?radius10.0?
262?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
262?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
263?shapeCircle?pos[0.0, -3405.63959999999]?velocity[0.0, -258.983999999999]?mass10.0?bounce1.0?staticFalse?radius10.0?
263?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
263?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
264?shapeCircle?pos[0.0, -3431.53799999999]?velocity[0.0, -259.964999999999]?mass10.0?bounce1.0?staticFalse?radius10.0?
264?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
264?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
265?shapeCircle?pos[0.0, -3457.5344999999897]?velocity[0.0, -260.945999999999]?mass10.0?bounce1.0?staticFalse?radius10.0?
265?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
265?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
266?shapeCircle?pos[0.0, -3483.6290999999896]?velocity[0.0, -261.926999999999]?mass10.0?bounce1.0?staticFalse?radius10.0?
266?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
266?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
267?shapeCircle?pos[0.0, -3509.8217999999897]?velocity[0.0, -262.907999999999]?mass10.0?bounce1.0?staticFalse?radius10.0?
267?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
267?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
268?shapeCircle?pos[0.0, -3536.1125999999895]?velocity[0.0, -263.888999999999]?mass10.0?bounce1.0?staticFalse?radius10.0?
268?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
268?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
269?shapeCircle?pos[0.0, -3562.5014999999894]?velocity[0.0, -264.869999999999]?mass10.0?bounce1.0?staticFalse?radius10.0?
269?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
269?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
270?shapeCircle?pos[0.0, -3588.9884999999895]?velocity[0.0, -265.850999999999]?mass10.0?bounce1.0?staticFalse?radius10.0?
270?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
270?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
271?shapeCircle?pos[0.0, -3615.5735999999893]?velocity[0.0, -266.83199999999897]?mass10.0?bounce1.0?staticFalse?radius10.0?
271?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
271?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
272?shapeCircle?pos[0.0, -3642.256799999989]?velocity[0.0, -267.81299999999896]?mass10.0?bounce1.0?staticFalse?radius10.0?
272?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
272?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
273?shapeCircle?pos[0.0, -3669.0380999999893]?velocity[0.0, -268.79399999999896]?mass10.0?bounce1.0?staticFalse?radius10.0?
273?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
273?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
274?shapeCircle?pos[0.0, -3695.917499999989]?velocity[0.0, -269.77499999999895]?mass10.0?bounce1.0?staticFalse?radius10.0?
274?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
274?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
275?shapeCircle?pos[0.0, -3722.894999999989]?velocity[0.0, -270.75599999999895]?mass10.0?bounce1.0?staticFalse?radius10.0?
275?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
275?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
276?shapeCircle?pos[0.0, -3749.9705999999887]?velocity[0.0, -271.73699999999894]?mass10.0?bounce1.0?staticFalse?radius10.0?
276?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
276?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
277?shapeCircle?pos[0.0, -3777.1442999999886]?velocity[0.0, -272.71799999999894]?mass10.0?bounce1.0?staticFalse?radius10.0?
277?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
277?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
278?shapeCircle?pos[0.0, -3804.4160999999885]?velocity[0.0, -273.69899999999893]?mass10.0?bounce1.0?staticFalse?radius10.0?
278?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
278?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
279?shapeCircle?pos[0.0, -3831.7859999999882]?velocity[0.0, -274.6799999999989]?mass10.0?bounce1.0?staticFalse?radius10.0?
279?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
279?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
280?shapeCircle?pos[0.0, -3859.253999999988]?velocity[0.0, -275.6609999999989]?mass10.0?bounce1.0?staticFalse?radius10.0?
280?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
280?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
281?shapeCircle?pos[0.0, -3886.820099999988]?velocity[0.0, -276.6419999999989]?mass10.0?bounce1.0?staticFalse?radius10.0?
281?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
281?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
282?shapeCircle?pos[0.0, -3914.484299999988]?velocity[0.0, -277.6229999999989]?mass10.0?bounce1.0?staticFalse?radius10.0?
