423?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
424?shapeCircle?pos[0.0, -8838.809999999967]?velocity[0.0, -416.92499999999814]?mass10.0?bounce1.0?staticFalse?radius10.0?
424?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
424?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
425?shapeCircle?pos[0.0, -8880.502499999966]?velocity[0.0, -417.90599999999813]?mass10.0?bounce1.0?staticFalse?radius10.0?
425?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
425?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
426?shapeCircle?pos[0.0, -8922.293099999966]?velocity[0.0, -418.8869999999981]?mass10.0?bounce1.0?staticFalse?radius10.0?
426?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
426?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
427?shapeCircle?pos[0.0, -8964.181799999966]?velocity[0.0, -419.8679999999981]?mass10.0?bounce1.0?staticFalse?radius10.0?
427?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
427?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
428?shapeCircle?pos[0.0, -9006.168599999966]?velocity[0.0, -420.8489999999981]?mass10.0?bounce1.0?staticFalse?radius10.0?
428?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
428?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
429?shapeCircle?pos[0.0, -9048.253499999966]?velocity[0.0, -421.8299999999981]?mass10.0?bounce1.0?staticFalse?radius10.0?
429?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
429?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
430?shapeCircle?pos[0.0, -9090.436499999965]?velocity[0.0, -422.8109999999981]?mass10.0?bounce1.0?staticFalse?radius10.0?
430?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
430?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
431?shapeCircle?pos[0.0, -9132.717599999965]?velocity[0.0, -423.7919999999981]?mass10.0?bounce1.0?staticFalse?radius10.0?
431?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
431?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
432?shapeCircle?pos[0.0, -9175.096799999965]?velocity[0.0, -424.7729999999981]?mass10.0?bounce1.0?staticFalse?radius10.0?
432?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
432?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
433?shapeCircle?pos[0.0, -9217.574099999965]?velocity[0.0, -425.7539999999981]?mass10.0?bounce1.0?staticFalse?radius10.0?
433?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
433?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
434?shapeCircle?pos[0.0, -9260.149499999965]?velocity[0.0, -426.7349999999981]?mass10.0?bounce1.0?staticFalse?radius10.0?
434?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
434?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
435?shapeCircle?pos[0.0, -9302.822999999964]?velocity[0.0, -427.7159999999981]?mass10.0?bounce1.0?staticFalse?radius10.0?
435?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
435?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
436?shapeCircle?pos[0.0, -9345.594599999964]?velocity[0.0, -428.69699999999807]?mass10.0?bounce1.0?staticFalse?radius10.0?
436?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
436?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
437?shapeCircle?pos[0.0, -9388.464299999963]?velocity[0.0, -429.67799999999806]?mass10.0?bounce1.0?staticFalse?radius10.0?
437?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
437?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
438?shapeCircle?pos[0.0, -9431.432099999964]?velocity[0.0, -430.65899999999806]?mass10.0?bounce1.0?staticFalse?radius10.0?
438?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
438?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
439?shapeCircle?pos[0.0, -9474.497999999963]?velocity[0.0, -431.63999999999805]?mass10.0?bounce1.0?staticFalse?radius10.0?
439?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
439?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
440?shapeCircle?pos[0.0, -9517.661999999964]?velocity[0.0, -432.62099999999805]?mass10.0?bounce1.0?staticFalse?radius10.0?
440?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
440?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
441?shapeCircle?pos[0.0, -9560.924099999964]?velocity[0.0, -433.60199999999804]?mass10.0?bounce1.0?staticFalse?radius10.0?
441?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
441?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
442?shapeCircle?pos[0.0, -9604.284299999963]?velocity[0.0, -434.58299999999804]?mass10.0?bounce1.0?staticFalse?radius10.0?
442?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
442?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
443?shapeCircle?pos[0.0, -9647.742599999963]?velocity[0.0, -435.56399999999803]?mass10.0?bounce1.0?staticFalse?radius10.0?
443?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
443?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
444?shapeCircle?pos[0.0, -9691.298999999963]?velocity[0.0, -436.544999999998]?mass10.0?bounce1.0?staticFalse?radius10.0?
444?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
444?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
445?shapeCircle?pos[0.0, -9734.953499999963]?velocity[0.0, -437.525999999998]?mass10.0?bounce1.0?staticFalse?radius10.0?
445?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
445?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
446?shapeCircle?pos[0.0, -9778.706099999963]?velocity[0.0, -438.506999999998]?mass10.0?bounce1.0?staticFalse?radius10.0?
446?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
446?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
447?shapeCircle?pos[0.0, -9822.556799999962]?velocity[0.0, -439.487999999998]?mass10.0?bounce1.0?staticFalse?radius10.0?
447?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
447?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
448?shapeCircle?pos[0.0, -9866.505599999962]?velocity[0.0, -440.468999999998]?mass10.0?bounce1.0?staticFalse?radius10.0?
448?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
448?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
449?shapeCircle?pos[0.0, -9910.552499999962]?velocity[0.0, -441.449999999998]?mass10.0?bounce1.0?staticFalse?radius10.0?
449?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
449?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
450?shapeCircle?pos[0.0, -9954.697499999962]?velocity[0.0, -442.430999999998]?mass10.0?bounce1.0?staticFalse?radius10.0?
450?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
450?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
451?shapeCircle?pos[0.0, -9998.940599999962]?velocity[0.0, -443.411999999998]?mass10.0?bounce1.0?staticFalse?radius10.0?
451?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
451?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
452?shapeCircle?pos[0.0, -10043.28179999996]?velocity[0.0, -444.392999999998]?mass10.0?bounce1.0?staticFalse?radius10.0?
452?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
452?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
453?shapeCircle?pos[0.0, -10087.72109999996]?velocity[0.0, -445.373999999998]?mass10.0?bounce1.0?staticFalse?radius10.0?
453?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
453?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
454?shapeCircle?pos[0.0, -10132.25849999996]?velocity[0.0, -446.354999999998]?mass10.0?bounce1.0?staticFalse?radius10.0?
454?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
454?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
455?shapeCircle?pos[0.0, -10176.89399999996]?velocity[0.0, -447.33599999999797]?mass10.0?bounce1.0?staticFalse?radius10.0?
455?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
455?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
456?shapeCircle?pos[0.0, -10221.62759999996]?velocity[0.0, -448.31699999999796]?mass10.0?bounce1.0?staticFalse?radius10.0?
456?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
456?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
457?shapeCircle?pos[0.0, -10266.45929999996]?velocity[0.0, -449.29799999999796]?mass10.0?bounce1.0?staticFalse?radius10.0?
457?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
457?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
458?shapeCircle?pos[0.0, -10311.38909999996]?velocity[0.0, -450.27899999999795]?mass10.0?bounce1.0?staticFalse?radius10.0?
458?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
458?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
459?shapeCircle?pos[0.0, -10356.41699999996]?velocity[0.0, -451.25999999999794]?mass10.0?bounce1.0?staticFalse?radius10.0?
459?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
459?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
460?shapeCircle?pos[0.0, -10401.54299999996]?velocity[0.0, -452.24099999999794]?mass10.0?bounce1.0?staticFalse?radius10.0?
460?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
460?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
461?shapeCircle?pos[0.0, -10446.76709999996]?velocity[0.0, -453.22199999999793]?mass10.0?bounce1.0?staticFalse?radius10.0?
461?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
461?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
462?shapeCircle?pos[0.0, -10492.08929999996]?velocity[0.0, -454.2029999999979]?mass10.0?bounce1.0?staticFalse?radius10.0?
462?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
462?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
463?shapeCircle?pos[0.0, -10537.50959999996]?velocity[0.0, -455.1839999999979]?mass10.0?bounce1.0?staticFalse?radius10.0?
463?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
463?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
464?shapeCircle?pos[0.0, -10583.027999999958]?velocity[0.0, -456.1649999999979]?mass10.0?bounce1.0?staticFalse?radius10.0?
464?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
464?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
465?shapeCircle?pos[0.0, -10628.644499999958]?velocity[0.0, -457.1459999999979]?mass10.0?bounce1.0?staticFalse?radius10.0?
465?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
465?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
466?shapeCircle?pos[0.0, -10674.359099999958]?velocity[0.0, -458.1269999999979]?mass10.0?bounce1.0?staticFalse?radius10.0?
466?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
466?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
467?shapeCircle?pos[0.0, -10720.171799999958]?velocity[0.0, -459.1079999999979]?mass10.0?bounce1.0?staticFalse?radius10.0?
467?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
467?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
468?shapeCircle?pos[0.0, -10766.082599999958]?velocity[0.0, -460.0889999999979]?mass10.0?bounce1.0?staticFalse?radius10.0?
468?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
468?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
469?shapeCircle?pos[0.0, -10812.091499999957]?velocity[0.0, -461.0699999999979]?mass10.0?bounce1.0?staticFalse?radius10.0?
469?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
469?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
470?shapeCircle?pos[0.0, -10858.198499999957]?velocity[0.0, -462.0509999999979]?mass10.0?bounce1.0?staticFalse?radius10.0?
470?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
470?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
471?shapeCircle?pos[0.0, -10904.403599999956]?velocity[0.0, -463.0319999999979]?mass10.0?bounce1.0?staticFalse?radius10.0?
471?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
471?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
472?shapeCircle?pos[0.0, -10950.706799999956]?velocity[0.0, -464.0129999999979]?mass10.0?bounce1.0?staticFalse?radius10.0?
472?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
472?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
473?shapeCircle?pos[0.0, -10997.108099999956]?velocity[0.0, -464.99399999999787]?mass10.0?bounce1.0?staticFalse?radius10.0?
473?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
473?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
474?shapeCircle?pos[0.0, -11043.607499999956]?velocity[0.0, -465.97499999999786]?mass10.0?bounce1.0?staticFalse?radius10.0?
474?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
474?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
475?shapeCircle?pos[0.0, -11090.204999999956]?velocity[0.0, -466.95599999999786]?mass10.0?bounce1.0?staticFalse?radius10.0?
475?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
475?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
476?shapeCircle?pos[0.0, -11136.900599999955]?velocity[0.0, -467.93699999999785]?mass10.0?bounce1.0?staticFalse?radius10.0?
476?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
476?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
477?shapeCircle?pos[0.0, -11183.694299999956]?velocity[0.0, -468.91799999999785]?mass10.0?bounce1.0?staticFalse?radius10.0?
477?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
477?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
478?shapeCircle?pos[0.0, -11230.586099999955]?velocity[0.0, -469.89899999999784]?mass10.0?bounce1.0?staticFalse?radius10.0?
478?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
478?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
479?shapeCircle?pos[0.0, -11277.575999999955]?velocity[0.0, -470.87999999999784]?mass10.0?bounce1.0?staticFalse?radius10.0?
479?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
479?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
480?shapeCircle?pos[0.0, -11324.663999999955]?velocity[0.0, -471.86099999999783]?mass10.0?bounce1.0?staticFalse?radius10.0?
480?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
480?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
481?shapeCircle?pos[0.0, -11371.850099999954]?velocity[0.0, -472.8419999999978]?mass10.0?bounce1.0?staticFalse?radius10.0?
481?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
481?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
482?shapeCircle?pos[0.0, -11419.134299999954]?velocity[0.0, -473.8229999999978]?mass10.0?bounce1.0?staticFalse?radius10.0?
482?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
482?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
483?shapeCircle?pos[0.0, -11466.516599999954]?velocity[0.0, -474.8039999999978]?mass10.0?bounce1.0?staticFalse?radius10.0?
483?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
483?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
484?shapeCircle?pos[0.0, -11513.996999999954]?velocity[0.0, -475.7849999999978]?mass10.0?bounce1.0?staticFalse?radius10.0?
484?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
484?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
485?shapeCircle?pos[0.0, -11561.575499999954]?velocity[0.0, -476.7659999999978]?mass10.0?bounce1.0?staticFalse?radius10.0?
485?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
485?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
486?shapeCircle?pos[0.0, -11609.252099999954]?velocity[0.0, -477.7469999999978]?mass10.0?bounce1.0?staticFalse?radius10.0?
486?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
486?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
487?shapeCircle?pos[0.0, -11657.026799999954]?velocity[0.0, -478.7279999999978]?mass10.0?bounce1.0?staticFalse?radius10.0?
487?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
487?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
488?shapeCircle?pos[0.0, -11704.899599999953]?velocity[0.0, -479.7089999999978]?mass10.0?bounce1.0?staticFalse?radius10.0?
488?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
488?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
489?shapeCircle?pos[0.0, -11752.870499999954]?velocity[0.0, -480.6899999999978]?mass10.0?bounce1.0?staticFalse?radius10.0?
489?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
489?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
490?shapeCircle?pos[0.0, -11800.939499999953]?velocity[0.0, -481.6709999999978]?mass10.0?bounce1.0?staticFalse?radius10.0?
490?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
490?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
491?shapeCircle?pos[0.0, -11849.106599999954]?velocity[0.0, -482.65199999999777]?mass10.0?bounce1.0?staticFalse?radius10.0?
491?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
491?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
492?shapeCircle?pos[0.0, -11897.371799999954]?velocity[0.0, -483.63299999999776]?mass10.0?bounce1.0?staticFalse?radius10.0?
492?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
492?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
493?shapeCircle?pos[0.0, -11945.735099999953]?velocity[0.0, -484.61399999999776]?mass10.0?bounce1.0?staticFalse?radius10.0?
493?shapeRect?pos[100.0, -450.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
493?shapeRect?pos[100.0, 600.0]?velocity[0.0, 0.0]?mass10.0?bounce1.0?staticTrue?width20.0?height1000?
494?shapeCircle?pos[0.0, -11994.196499999953]?velocity[0.0, -485.59499999999775]?mass10.0?bounce1.0?staticFalse?radius10.0?
